id,Enrollment_date,Age,Education,Marital_status,Kids_at_home,Recency,Purchases_Fruit,Purchases_Meat,Purchases_Fish,Purchases_Wine,Purchases_Sweets,Num_purchases_Store,Num_purchases_Catalog,Num_purchases_Web,Num_web_visits_last_month
788,2013-03-02,42,Bachelor,Married,0,54,91,597,159,627,91,4,1,2,3
1971,2013-10-21,29,HighSchool,Single,1,39,15,54,3,38,8,0,0,1,8
632,2012-12-30,56,Master,Divorced,0,37,89,102,16,1063,12,8,6,1,6
1707,2013-12-14,24,Bachelor,Married,0,32,129,853,120,704,74,2,0,7,2
458,2014-02-24,40,HighSchool,Divorced,1,46,5,39,17,7,15,3,0,2,7
149,2014-06-21,49,HighSchool,Married,0,65,16,29,12,42,20,3,0,2,3
1964,2012-09-18,41,HighSchool,Single,1,15,3,30,10,40,7,6,1,3,9
284,2013-01-29,63,Bachelor,Single,0,17,98,230,150,304,74,4,1,0,3
796,2013-10-21,58,Bachelor,Married,0,28,28,136,32,161,3,5,3,0,3
1323,2014-04-20,32,HighSchool,Married,0,13,2,40,4,66,3,1,0,4,6
1393,2013-12-17,62,Bachelor,Divorced,0,40,35,222,130,329,35,4,1,0,4
1189,2013-12-31,57,Bachelor,Single,0,42,3,29,4,140,5,6,4,1,4
416,2014-05-22,32,Basic,Married,1,30,3,11,12,5,5,2,0,5,6
1162,2013-11-13,55,Bachelor,Married,0,93,2,19,8,184,8,5,2,0,5
2161,2013-10-24,60,Bachelor,Married,0,84,6,82,6,116,6,7,5,1,5
663,2013-12-16,35,Doctorate,Married,0,38,59,107,69,275,101,2,0,1,4
877,2013-04-01,53,Bachelor,Married,1,46,14,156,82,230,24,7,1,4,8
1079,2014-04-26,41,HighSchool,Divorced,1,91,8,18,19,68,8,3,0,2,5
1108,2013-10-06,47,Bachelor,Married,0,4,28,215,84,381,28,2,0,2,3
1785,2014-06-27,39,HighSchool,Divorced,0,99,38,279,188,453,38,2,0,1,3
1569,2014-02-25,28,Doctorate,Married,0,18,23,424,27,163,65,2,0,6,1
175,2012-09-12,40,Basic,Married,0,56,71,449,69,1149,71,4,0,2,5
1346,2012-09-26,47,Bachelor,Divorced,1,55,24,68,38,368,0,5,1,3,7
1029,2012-11-03,61,Bachelor,Divorced,1,92,1,14,0,34,0,5,2,0,8
63,2013-06-11,64,Bachelor,Married,0,8,0,48,0,546,6,6,3,0,5
1573,2013-04-10,35,Master,Divorced,1,11,6,45,8,158,2,1,0,1,7
1402,2014-02-23,67,HighSchool,Single,0,45,28,39,16,68,30,5,2,0,2
1887,2014-03-18,28,Bachelor,Single,0,94,7,80,20,272,7,1,0,4,2
1198,2013-04-15,60,HighSchool,Married,0,58,73,93,95,172,78,6,5,1,1
304,2012-09-18,49,Bachelor,Married,0,64,26,25,17,1,23,5,1,3,9
1908,2013-01-08,56,HighSchool,Married,1,48,137,401,104,505,22,2,0,0,5
1241,2013-10-18,52,Master,Divorced,0,51,23,123,10,595,23,4,1,2,6
1654,2013-02-22,48,HighSchool,Divorced,0,97,59,265,115,1004,59,5,1,3,6
174,2014-04-04,48,Bachelor,Married,0,77,0,12,0,59,0,2,0,1,4
1240,2013-09-12,43,HighSchool,Married,0,92,27,421,13,133,195,1,0,1,4
452,2014-05-25,63,Bachelor,Single,0,52,15,60,24,143,23,4,1,0,2
78,2013-09-04,39,Master,Single,0,12,0,5,0,1,3,2,0,1,3
1467,2013-10-16,34,Bachelor,Divorced,1,32,3,12,3,2,5,3,0,8,8
2184,2012-10-18,42,Bachelor,Married,0,3,3,50,4,322,3,5,1,3,8
400,2013-10-22,60,Bachelor,Married,1,11,0,26,0,416,0,6,4,1,7
153,2014-05-12,27,HighSchool,Single,1,12,7,24,19,5,14,0,0,0,6
479,2012-09-14,51,Bachelor,Married,0,35,74,114,169,483,37,5,1,3,3
1671,2012-08-08,35,Bachelor,Single,0,12,50,850,21,667,83,0,0,0,2
1471,2014-06-22,45,Bachelor,Married,0,96,127,687,20,751,15,3,0,2,2
1731,2012-11-20,68,HighSchool,Divorced,0,49,5,3,7,1,4,5,3,0,7
46,2012-11-09,19,HighSchool,Single,0,24,18,14,15,3,22,2,0,6,9
454,2014-01-01,51,Bachelor,Married,0,2,0,257,32,522,16,2,0,1,7
197,2013-01-17,61,Bachelor,Divorced,0,20,189,482,50,344,33,8,7,1,2
2132,2013-12-15,57,Bachelor,Single,1,25,1,16,0,35,1,6,4,1,7
1605,2013-08-20,50,Bachelor,Single,0,55,1,17,0,98,1,1,0,1,7
90,2012-11-19,58,Bachelor,Divorced,2,4,42,192,49,230,37,5,3,0,9
616,2013-06-03,40,Master,Married,0,56,63,507,231,215,31,0,0,0,3
1239,2013-02-22,48,Master,Married,0,97,59,265,115,1004,59,0,0,0,6
779,2012-09-08,39,HighSchool,Married,0,30,27,71,13,229,3,4,1,2,9
635,2013-08-18,44,Bachelor,Married,1,56,2,40,8,163,11,6,1,3,6
269,2014-03-20,32,Bachelor,Married,1,15,7,23,0,16,8,1,0,3,5
249,2013-10-27,30,Bachelor,Married,1,52,3,7,0,3,2,1,0,3,6
1923,2013-08-31,42,HighSchool,Divorced,1,48,2,4,13,2,13,3,0,2,4
1855,2014-03-01,48,Bachelor,Divorced,1,71,2,15,2,13,2,3,0,2,6
101,2014-03-30,56,Basic,Divorced,0,43,1,6,2,41,0,2,0,0,6
520,2013-11-03,55,Basic,Married,1,69,10,67,30,206,27,4,1,0,6
1884,2013-06-13,65,Bachelor,Married,0,71,14,68,19,378,14,4,1,0,3
1352,2013-11-07,39,HighSchool,Married,0,52,7,108,20,254,0,3,0,2,6
1249,2013-12-05,33,Bachelor,Married,0,85,51,415,90,1142,69,0,0,1,3
1197,2013-10-12,58,Master,Married,0,96,3,24,4,309,3,5,3,0,7
650,2012-12-07,52,Master,Married,0,83,0,65,7,509,11,6,1,3,6
14,2013-11-15,63,Bachelor,Single,1,53,2,53,3,233,5,5,3,0,6
683,2013-11-02,63,Bachelor,Married,0,29,0,7,3,2,7,6,4,1,6
617,2012-09-21,55,Master,Married,0,28,17,572,93,1001,125,2,0,0,7
1,2012-09-04,58,Bachelor,Married,0,58,88,546,172,635,88,4,1,0,7
580,2013-08-20,56,Bachelor,Divorced,0,94,9,9,2,8,5,5,3,0,4
551,2013-09-09,37,Bachelor,Married,1,4,8,12,8,30,8,2,0,1,5
1047,2013-03-31,28,Basic,Married,0,84,28,282,184,336,54,0,0,1,1
1906,2014-01-19,43,HighSchool,Divorced,0,57,193,100,46,200,185,0,0,0,3
1456,2013-05-02,38,Bachelor,Married,1,68,7,58,13,72,1,3,0,2,8
1156,2014-01-22,46,HighSchool,Married,0,69,40,425,158,364,60,3,0,2,1
887,2013-10-22,29,Bachelor,Single,1,38,17,18,6,7,10,1,0,5,8
9,2013-06-06,41,HighSchool,Divorced,1,19,0,24,3,14,3,6,1,3,9
1337,2013-10-21,22,Basic,Married,0,12,0,452,182,420,64,0,0,0,2
848,2013-05-05,26,HighSchool,Married,0,5,20,350,29,600,30,3,0,8,2
417,2014-06-05,33,Bachelor,Single,1,75,2,2,2,2,1,1,0,3,8
529,2013-08-08,63,Bachelor,Divorced,0,50,4,32,37,99,54,4,2,0,2
1812,2013-02-15,29,Bachelor,Single,0,13,27,697,216,298,24,1,0,3,2
1227,2014-01-18,31,Bachelor,Married,1,18,6,2,3,1,6,2,0,8,7
658,2013-05-09,47,Bachelor,Married,1,43,0,6,0,26,0,4,1,2,8
985,2014-02-25,58,Bachelor,Married,1,84,10,19,8,15,17,4,1,0,5
2078,2013-09-30,40,Bachelor,Married,0,47,132,445,250,240,192,1,0,1,1
586,2013-09-19,40,Doctorate,Divorced,1,12,4,16,3,6,10,0,0,0,7
1492,2012-11-07,40,Bachelor,Divorced,0,88,104,189,197,350,151,5,1,3,8
157,2013-09-12,37,HighSchool,Single,1,49,1,7,2,8,0,2,0,1,4
812,2013-04-18,52,HighSchool,Divorced,0,74,3,47,19,30,21,3,0,2,8
432,2013-08-22,44,Doctorate,Single,1,89,0,15,2,99,1,3,0,2,7
486,2013-02-22,60,Basic,Married,0,72,20,389,240,983,50,4,2,0,6
338,2013-12-07,29,Bachelor,Single,0,11,32,38,11,37,3,1,0,3,6
1286,2013-06-04,44,HighSchool,Married,1,37,1,9,2,39,0,3,0,2,1
1944,2013-07-09,53,Doctorate,Divorced,0,8,16,128,0,1462,0,4,0,2,6
368,2013-08-29,45,Bachelor,Married,1,52,1,6,3,7,1,2,0,1,4
206,2013-05-13,52,Basic,Divorced,1,50,18,113,47,81,13,6,1,4,6
1643,2013-07-24,43,HighSchool,Single,0,24,16,160,84,284,16,4,0,2,6
1433,2013-10-25,33,HighSchool,Married,0,54,54,348,71,587,54,3,0,8,2
681,2013-08-25,45,Bachelor,Married,0,73,0,224,119,466,49,1,0,1,2
746,2012-08-11,43,Bachelor,Single,0,55,12,375,16,799,12,4,1,2,6
2174,2012-08-02,68,HighSchool,Single,0,2,1,2,3,9,2,5,3,0,6
775,2012-10-29,29,Bachelor,Married,1,5,12,5,3,4,16,2,0,6,7
2060,2014-03-27,55,Master,Single,0,77,3,24,34,3,7,4,1,0,5
544,2013-04-18,52,Bachelor,Married,0,74,3,47,19,30,21,4,1,3,8
1710,2014-04-18,36,Bachelor,Single,1,10,7,31,15,5,4,3,0,2,6
631,2014-05-13,67,Bachelor,Divorced,0,57,66,653,17,586,0,4,1,0,2
817,2013-05-11,57,Bachelor,Single,0,83,28,409,73,860,56,3,0,0,4
1140,2012-09-22,41,Doctorate,Divorced,0,14,35,731,39,777,137,4,1,2,2
220,2013-11-14,46,Bachelor,Divorced,0,56,10,540,80,377,30,6,1,3,1
856,2013-09-24,29,Bachelor,Single,2,80,0,4,0,6,0,0,0,1,7
951,2013-10-14,40,Bachelor,Married,0,84,4,46,0,80,17,2,0,1,6
886,2013-08-11,41,Basic,Single,1,50,55,134,15,194,0,4,0,2,6
373,2012-12-30,26,Bachelor,Single,1,13,4,14,4,10,4,3,0,9,8
414,2013-03-05,44,Bachelor,Married,1,4,0,100,19,604,0,2,0,1,8
1132,2013-11-05,70,HighSchool,Married,0,84,124,249,50,508,38,4,2,0,3
440,2013-10-09,43,Bachelor,Married,1,92,14,74,13,76,5,1,0,1,8
1283,2013-06-24,49,Bachelor,Married,0,49,7,114,37,545,21,3,0,2,5
166,2013-11-18,62,Bachelor,Married,0,27,16,98,134,125,21,4,1,0,3
541,2014-03-31,52,HighSchool,Divorced,1,87,4,10,3,15,4,6,1,4,3
552,2013-06-16,35,Bachelor,Married,0,75,153,940,58,249,134,5,1,3,2
2038,2013-03-19,50,Master,Married,0,51,6,27,12,28,17,3,0,2,8
522,2013-09-18,46,Bachelor,Single,0,65,54,260,127,619,54,6,1,3,1
1888,2013-10-24,44,Bachelor,Married,1,77,1,24,2,9,1,1,0,1,6
1365,2013-04-01,45,Bachelor,Single,0,39,5,65,26,187,20,3,0,2,5
2123,2014-01-23,44,HighSchool,Married,1,34,2,11,3,23,1,3,0,2,6
1417,2013-12-19,30,HighSchool,Married,0,84,21,118,110,693,147,3,0,8,2
723,2013-10-16,67,HighSchool,Married,1,74,2,99,7,144,2,3,0,0,8
445,2013-02-16,46,Bachelor,Divorced,0,24,38,161,62,656,47,4,1,3,7
1015,2013-01-29,28,Bachelor,Single,1,93,8,11,19,4,12,1,0,4,9
1752,2013-05-08,33,Master,Divorced,0,29,108,413,141,358,97,3,0,10,1
410,2013-01-23,53,Basic,Married,0,83,34,309,0,583,22,1,0,1,3
1913,2013-06-17,50,Doctorate,Single,1,29,6,157,25,379,91,1,0,1,7
1951,2013-02-27,66,Bachelor,Married,0,60,80,553,123,526,94,3,0,0,2
95,2014-05-22,32,Bachelor,Married,1,30,3,11,12,5,5,2,0,8,6
371,2012-08-18,40,HighSchool,Divorced,1,86,0,27,0,57,0,6,1,3,8
387,2013-12-09,36,Bachelor,Married,1,0,4,61,0,140,13,2,0,1,4
1248,2013-05-22,32,Basic,Married,0,98,17,672,23,982,34,1,0,4,2
2005,2014-01-21,59,Doctorate,Married,1,53,27,68,52,106,7,4,1,0,6
323,2013-07-05,58,HighSchool,Married,0,49,0,275,45,792,45,4,1,0,3
1745,2013-09-10,51,HighSchool,Married,0,68,75,96,119,166,107,1,0,1,4
1264,2012-09-21,37,Bachelor,Married,0,95,21,106,55,737,63,6,1,3,3
655,2012-12-28,56,HighSchool,Married,0,77,1,7,23,6,4,4,2,0,8
75,2012-12-19,38,Bachelor,Divorced,1,68,1,6,2,2,1,4,0,2,6
2032,2013-12-27,68,Bachelor,Divorced,0,0,26,535,73,450,98,5,3,0,1
637,2013-12-13,45,HighSchool,Single,1,9,6,73,8,125,4,1,0,1,4
1727,2014-05-28,70,Basic,Married,0,9,19,29,2,56,14,4,1,0,8
2168,2014-02-06,43,Bachelor,Married,0,21,50,167,130,519,0,4,1,3,3
561,2012-09-12,41,Bachelor,Divorced,0,26,0,106,49,98,10,4,1,2,6
1625,2014-03-23,46,Bachelor,Divorced,1,56,0,14,2,8,3,3,0,2,5
1996,2013-01-27,34,HighSchool,Married,0,92,122,122,208,228,129,1,0,4,9
1890,2013-05-11,61,HighSchool,Married,0,51,61,265,138,398,61,3,0,0,1
482,2014-01-26,46,Master,Married,1,24,0,5,2,11,1,2,0,1,7
289,2013-12-27,46,Bachelor,Married,1,74,0,56,20,39,8,1,0,1,7
889,2013-08-16,45,Bachelor,Married,0,46,0,11,0,171,1,1,0,1,6
1419,2013-10-30,48,HighSchool,Divorced,1,16,26,67,3,129,67,3,0,2,7
1550,2013-01-19,63,Bachelor,Single,0,8,11,88,15,268,3,7,5,1,5
196,2013-09-19,61,Basic,Married,0,82,17,813,27,519,173,4,2,0,2
2221,2012-10-15,61,Bachelor,Single,1,40,3,61,2,84,1,3,0,0,7
2067,2013-02-16,46,Bachelor,Married,0,24,38,161,62,656,47,2,0,1,7
251,2012-09-22,57,Master,Married,0,92,47,52,21,45,20,3,0,0,6
965,2013-10-11,50,Bachelor,Married,2,60,3,77,10,292,3,4,1,2,7
888,2013-02-06,57,Bachelor,Married,0,61,33,493,59,183,103,6,4,1,2
1653,2013-11-19,45,Bachelor,Married,1,43,107,199,39,1181,30,3,0,2,8
1631,2013-12-12,41,Bachelor,Married,0,56,7,68,4,298,0,3,0,2,6
1859,2014-04-19,63,Master,Married,0,71,10,3,3,18,5,5,2,0,2
213,2013-05-04,30,HighSchool,Married,0,66,10,554,254,239,87,3,0,8,1
2199,2014-04-05,67,Bachelor,Married,0,54,194,377,149,332,125,3,0,0,1
901,2013-07-14,43,HighSchool,Married,1,11,3,67,8,63,9,2,0,2,7
2145,2013-06-03,66,Bachelor,Single,0,63,73,614,133,570,102,2,0,0,3
625,2014-03-10,53,HighSchool,Married,2,3,0,1,0,14,0,6,1,3,7
713,2013-02-13,50,Basic,Married,0,79,166,597,172,597,166,3,0,2,3
859,2013-09-28,32,HighSchool,Married,0,27,0,396,23,1308,0,1,0,3,3
204,2012-11-10,31,HighSchool,Married,0,5,4,1,7,6,2,1,0,4,6
2053,2013-08-05,66,Bachelor,Divorced,0,63,4,94,12,376,9,4,1,0,5
1515,2012-12-11,40,Bachelor,Single,0,33,43,219,19,1171,14,5,1,3,9
47,2013-05-24,47,HighSchool,Married,1,92,6,15,3,13,5,5,1,3,10
2163,2013-03-07,43,Bachelor,Married,0,69,0,21,0,516,0,5,1,3,8
1771,2012-09-21,42,Bachelor,Married,0,6,0,38,11,376,8,4,1,2,6
391,2013-10-06,24,HighSchool,Single,0,56,0,505,99,919,30,1,0,3,2
816,2013-01-12,53,Bachelor,Married,1,75,1,8,2,22,1,4,1,2,8
1363,2013-08-20,30,Bachelor,Married,1,5,13,14,0,5,5,1,0,5,6
55,2012-11-19,60,HighSchool,Married,0,55,51,432,180,984,120,5,3,0,1
236,2013-10-04,57,HighSchool,Married,0,32,5,124,15,415,35,8,6,1,3
2018,2013-12-05,65,Basic,Married,0,27,17,76,36,208,17,4,1,0,2
490,2013-04-21,44,HighSchool,Married,0,83,0,322,46,1396,35,4,0,2,6
82,2013-07-03,42,Basic,Married,1,87,5,19,7,25,0,5,1,3,7
68,2013-09-27,57,Bachelor,Married,0,4,49,159,7,247,82,2,0,0,4
656,2013-05-16,41,Bachelor,Married,0,25,0,3,0,14,0,3,0,2,7
2220,2014-01-24,59,Bachelor,Married,0,8,30,214,80,428,30,6,4,1,3
1847,2013-08-07,36,Doctorate,Single,0,56,50,100,55,162,30,2,0,2,4
2039,2012-10-06,42,Bachelor,Married,1,80,159,447,20,958,0,5,1,3,7
1039,2014-06-05,49,Bachelor,Married,1,16,0,3,0,8,0,4,1,2,8
778,2014-05-29,37,Basic,Single,1,22,9,125,25,327,4,3,0,2,7
428,2014-02-02,45,Bachelor,Single,1,28,0,22,2,25,3,4,1,2,5
1336,2013-03-30,59,Doctorate,Married,0,91,73,573,0,794,29,5,3,0,2
2194,2014-05-01,65,HighSchool,Divorced,1,24,2,17,2,23,1,1,0,0,7
1500,2014-03-11,35,Bachelor,Single,1,74,51,87,6,60,20,4,1,2,5
1428,2012-10-24,67,Doctorate,Married,0,36,19,595,180,972,26,5,2,0,3
203,2013-07-17,50,HighSchool,Married,1,72,0,13,0,22,0,2,0,1,7
1202,2013-06-28,40,Bachelor,Single,1,26,9,45,3,48,15,0,0,0,6
516,2012-12-04,29,HighSchool,Married,1,76,4,15,7,8,6,1,0,3,8
1973,2013-12-16,52,Bachelor,Divorced,0,8,37,592,145,1092,37,3,0,2,3
2057,2013-07-07,32,Bachelor,Married,0,95,120,414,121,627,80,0,0,0,5
578,2013-09-14,54,HighSchool,Divorced,0,74,47,188,54,264,47,0,0,1,2
139,2013-07-28,50,HighSchool,Married,1,74,1,12,3,17,1,4,1,2,7
2007,2013-02-16,50,Bachelor,Single,0,57,43,226,69,753,10,2,0,1,4
243,2014-06-05,51,Bachelor,Divorced,1,31,0,5,0,11,0,3,0,2,6
7,2012-11-13,44,Basic,Single,0,34,65,164,50,235,49,1,0,1,6
1636,2012-08-20,54,HighSchool,Married,0,48,37,265,35,980,163,3,0,2,6
2211,2014-05-18,43,Bachelor,Divorced,2,9,2,8,20,3,0,4,1,3,7
382,2013-10-16,47,Bachelor,Married,0,11,11,53,4,314,3,4,1,2,7
427,2013-11-25,51,Bachelor,Married,0,27,66,400,12,438,38,2,0,1,4
863,2013-10-06,37,Bachelor,Single,1,34,58,168,43,562,16,2,0,1,3
1756,2013-04-18,69,Bachelor,Married,0,86,9,63,2,102,9,6,4,1,6
1335,2013-05-03,53,Basic,Divorced,0,88,76,395,116,714,0,1,0,1,1
2155,2013-07-29,64,Doctorate,Single,0,21,19,286,50,572,38,2,0,0,3
205,2013-12-08,27,HighSchool,Single,1,88,6,13,7,7,6,1,0,5,9
1606,2013-01-12,44,HighSchool,Married,1,14,16,20,0,4,17,4,1,2,8
1794,2012-11-05,41,Bachelor,Single,0,74,34,586,89,965,86,1,0,1,3
1012,2012-11-03,37,Bachelor,Married,1,79,9,16,17,4,0,3,0,2,8
103,2013-05-17,70,Master,Married,0,68,81,276,80,562,40,4,1,0,4
2169,2014-05-11,59,Bachelor,Divorced,0,60,76,749,59,611,45,6,4,1,2
1970,2013-06-22,24,HighSchool,Married,0,37,2,101,64,83,26,0,0,0,4
1269,2013-07-21,64,Bachelor,Divorced,0,18,61,204,34,113,26,6,4,1,8
378,2012-12-12,61,HighSchool,Married,0,14,12,96,78,43,40,5,2,0,7
1967,2013-02-12,40,HighSchool,Married,1,49,7,81,20,280,0,1,0,1,7
1178,2012-11-17,46,Bachelor,Married,0,81,0,70,37,1298,14,4,1,3,4
924,2013-10-24,44,Bachelor,Single,0,54,21,311,167,354,75,2,0,1,4
677,2012-08-04,33,HighSchool,Single,0,21,16,1622,17,55,3,2,0,6,0
1465,2013-04-01,36,Doctorate,Married,0,25,199,303,234,265,9,2,0,1,7
1635,2014-02-26,33,Bachelor,Single,1,86,1,8,23,3,2,2,0,6,3
1950,2014-02-28,52,Bachelor,Married,0,29,43,239,128,631,76,5,1,3,3
2015,2013-11-12,39,Doctorate,Single,1,70,1,23,0,15,5,5,1,3,8
607,2013-06-03,39,HighSchool,Divorced,1,31,1,16,2,85,1,2,0,1,1
840,2014-01-11,61,HighSchool,Single,0,0,0,102,21,384,32,5,2,0,4
1405,2014-04-11,43,HighSchool,Single,2,1,0,1,0,7,0,1,0,1,6
1382,2014-05-22,41,Bachelor,Married,1,85,0,3,0,11,0,1,0,1,6
615,2013-01-20,39,Bachelor,Single,1,93,2,15,2,10,1,2,0,2,6
1929,2013-02-06,64,HighSchool,Married,0,82,45,654,104,344,11,4,1,0,3
450,2012-09-15,49,Basic,Married,0,44,24,974,197,606,194,0,0,0,4
1080,2013-08-23,56,HighSchool,Single,0,24,23,389,42,227,21,5,3,0,2
2108,2013-08-02,49,Bachelor,Married,0,34,0,107,19,356,9,2,0,1,5
2154,2014-01-17,40,HighSchool,Married,0,41,155,155,192,224,93,2,0,1,4
1686,2014-03-30,60,Basic,Married,1,62,0,14,0,56,0,1,0,0,7
1645,2013-05-02,57,HighSchool,Married,1,62,13,143,45,239,4,5,3,0,6
214,2014-04-01,38,Bachelor,Married,1,79,7,171,25,171,19,6,1,3,8
614,2013-06-03,60,Bachelor,Married,0,54,22,323,104,390,35,4,1,0,3
241,2013-11-28,25,Bachelor,Single,0,8,153,503,218,559,13,2,0,7,2
1638,2013-04-29,38,Bachelor,Married,0,13,0,1725,2,1,1,4,1,3,1
1909,2013-09-05,38,HighSchool,Single,1,2,4,9,0,2,4,0,0,0,5
1871,2014-01-19,58,Bachelor,Single,1,24,1,9,0,22,0,3,0,0,4
1024,2014-02-26,57,Bachelor,Married,1,44,1,16,2,26,2,5,3,0,4
1357,2013-12-25,55,Bachelor,Married,1,89,4,24,4,51,7,4,2,0,6
1753,2014-06-15,54,HighSchool,Single,0,80,9,7,2,1,14,7,1,4,6
740,2013-12-31,43,HighSchool,Married,0,89,42,742,55,518,56,2,0,1,2
1076,2014-05-03,32,Bachelor,Single,1,77,0,9,2,8,1,1,0,4,6
1834,2014-02-02,27,Bachelor,Single,1,72,8,8,6,2,1,1,0,4,8
980,2012-08-31,34,HighSchool,Married,1,34,5,136,7,393,5,1,0,4,9
1298,2013-08-26,50,Bachelor,Married,0,74,5,74,11,202,5,1,0,1,7
2128,2014-03-25,44,Bachelor,Single,1,23,0,8,0,25,1,4,1,3,9
39,2014-02-11,42,Master,Married,0,99,0,6,2,55,0,5,1,3,5
761,2013-12-12,64,Master,Married,0,57,115,243,150,794,0,8,7,1,3
864,2013-09-17,62,HighSchool,Divorced,0,95,22,500,210,769,143,4,1,0,2
528,2014-02-15,48,Bachelor,Married,0,19,151,292,65,464,60,2,0,1,4
1763,2013-08-06,42,Bachelor,Single,1,16,0,18,0,71,0,4,1,3,7
579,2014-05-17,60,Bachelor,Single,0,4,4,30,6,399,4,2,0,0,7
1460,2013-02-12,61,HighSchool,Married,0,20,8,26,12,69,7,2,0,0,7
721,2012-08-07,62,Bachelor,Married,1,60,4,78,6,349,0,5,3,0,8
1086,2013-04-23,33,Bachelor,Married,1,38,0,5,0,6,0,1,0,3,7
641,2012-08-27,30,Bachelor,Married,1,38,0,17,6,16,3,1,0,3,9
1159,2012-08-26,25,Bachelor,Married,0,3,83,547,86,863,99,3,0,10,5
937,2012-10-01,40,HighSchool,Single,0,31,28,142,49,711,18,3,0,2,8
1695,2014-06-17,29,Bachelor,Single,0,31,61,835,80,1060,20,2,0,7,1
2115,2012-08-14,35,Bachelor,Single,1,69,3,2,20,1,30,5,1,3,8
1922,2014-03-23,56,Bachelor,Married,0,25,2,4,0,8,0,3,0,0,5
1854,2014-03-10,38,Basic,Married,0,30,142,754,159,938,81,6,1,3,2
907,2013-05-18,61,Basic,Married,0,73,64,464,146,960,0,5,2,0,3
2172,2013-02-25,32,Master,Married,0,36,47,655,145,671,111,0,0,1,2
814,2013-04-16,56,Bachelor,Married,0,51,122,476,39,752,153,4,1,0,8
353,2013-05-11,60,HighSchool,Married,0,61,0,11,0,78,0,4,1,0,6
364,2012-11-17,53,Bachelor,Married,0,27,33,549,151,833,133,6,1,3,3
800,2013-04-20,43,HighSchool,Married,1,1,2,17,6,12,1,0,0,0,8
739,2014-01-29,61,Master,Married,0,0,80,252,15,769,34,4,1,0,6
834,2014-01-13,45,Bachelor,Married,0,43,74,929,97,724,55,1,0,1,2
1379,2012-11-09,40,Bachelor,Married,1,30,4,12,15,8,4,2,0,1,4
666,2012-10-30,52,Bachelor,Single,0,17,12,145,32,1004,12,3,0,2,5
2064,2013-10-18,60,Bachelor,Divorced,0,95,0,21,12,264,6,3,0,0,7
2103,2013-08-10,39,Bachelor,Married,1,79,0,4,0,4,0,2,0,1,7
1613,2014-02-22,33,Bachelor,Married,1,8,0,23,3,16,2,0,0,0,7
1789,2014-01-10,64,Bachelor,Married,1,82,0,5,0,18,0,6,4,1,7
1564,2013-01-23,39,HighSchool,Divorced,0,81,43,134,37,255,14,3,0,2,7
732,2014-01-01,65,Basic,Married,1,79,1,21,3,28,0,3,0,0,5
1717,2013-04-27,60,Doctorate,Single,1,90,2,10,0,18,0,5,3,0,7
678,2014-05-16,26,HighSchool,Single,0,40,40,480,0,760,40,1,0,4,1
2197,2012-12-20,61,HighSchool,Married,1,88,2,5,0,4,0,6,3,0,6
258,2012-10-10,36,HighSchool,Married,1,60,2,8,4,1,3,2,0,1,7
606,2013-05-06,50,HighSchool,Married,2,94,0,5,0,27,0,3,0,2,8
1599,2013-12-29,38,HighSchool,Single,1,24,0,10,3,10,1,3,0,2,8
1718,2014-03-12,49,Basic,Married,0,35,147,509,104,482,107,2,0,1,1
1899,2013-01-25,52,Doctorate,Married,0,24,0,71,0,953,0,2,0,1,8
1418,2013-12-23,42,Bachelor,Married,1,75,3,15,2,9,3,2,0,1,6
165,2013-11-13,49,Bachelor,Single,2,83,1,32,6,18,3,4,1,2,6
1289,2013-02-25,45,Master,Divorced,1,48,5,65,3,183,5,0,0,0,9
759,2013-05-26,59,Bachelor,Married,0,52,7,74,10,301,0,1,0,0,6
2191,2013-07-15,52,Bachelor,Single,1,28,0,5,0,33,0,2,0,1,4
690,2013-09-17,42,Basic,Married,0,99,11,309,33,321,26,3,0,2,4
117,2013-02-19,37,Bachelor,Single,1,74,90,94,123,47,103,1,0,1,9
1665,2013-10-08,37,Doctorate,Married,0,49,117,499,76,690,102,4,1,3,3
2003,2014-02-12,37,HighSchool,Married,1,42,4,17,12,22,10,3,0,2,6
1878,2014-06-03,47,Bachelor,Married,0,23,7,56,0,641,0,4,1,2,8
1624,2013-06-27,39,Bachelor,Married,1,6,1,5,4,9,5,0,0,0,7
1274,2013-02-10,43,Bachelor,Single,0,80,147,842,137,968,42,2,0,1,2
1371,2014-01-15,67,HighSchool,Divorced,0,9,24,694,51,992,19,4,1,0,1
1858,2013-01-02,67,HighSchool,Divorced,0,3,19,132,0,502,6,3,0,0,6
244,2013-05-20,43,HighSchool,Married,1,40,16,272,104,1218,0,2,0,1,6
16,2012-11-24,69,Master,Single,0,23,22,115,59,1006,68,3,0,0,3
1817,2013-02-17,53,Bachelor,Divorced,0,72,17,142,23,686,26,3,0,2,6
2138,2014-04-29,51,HighSchool,Married,1,57,8,44,10,77,10,2,0,1,6
715,2014-06-08,49,Master,Married,0,99,0,7,0,54,0,5,1,3,6
1521,2013-12-20,26,HighSchool,Single,1,91,0,7,2,9,0,2,0,7,8
640,2014-02-17,55,HighSchool,Married,0,23,19,711,125,1000,115,4,2,0,1
1144,2012-12-05,41,HighSchool,Married,0,52,105,239,237,258,172,4,1,3,4
1084,2014-06-02,57,Doctorate,Married,0,54,8,216,21,574,16,6,4,1,1
1008,2014-06-19,42,HighSchool,Married,1,77,2,26,4,45,1,2,0,1,7
