id,Enrollment_date,Age,Education,Marital_status,Kids_at_home,Recency,Purchases_Fruit,Purchases_Meat,Purchases_Fish,Purchases_Wine,Purchases_Vegetables,Num_purchases_Store,Num_purchases_Catalog,Num_purchases_Web,Num_web_visits_last_month
991,2014-05-22,32,Basic,Married,1,30,3,11,12,5,5,4,0,12,5
992,2013-11-13,55,Bachelor,Married,0,93,2,19,8,184,8,5,7,0,0
993,2013-10-24,60,Bachelor,Married,0,84,6,82,6,116,6,11,11,1,0
994,2013-12-16,35,Doctorate,Married,3,38,59,107,69,275,101,7,2,4,1
995,2013-04-01,53,Bachelor,Married,0,46,14,156,82,230,24,15,4,10,4
996,2014-04-26,41,HighSchool,Divorced,1,91,8,18,19,68,8,8,3,5,0
997,2013-10-06,47,Bachelor,Married,0,4,28,215,84,381,28,8,3,5,2
998,2014-06-27,39,HighSchool,Divorced,1,99,38,279,188,453,38,7,2,4,0
999,2014-02-25,28,Doctorate,Married,0,18,23,424,27,163,65,4,0,13,5
1000,2012-09-12,40,Basic,Married,1,56,71,449,69,1149,71,10,3,6,2
1001,2012-09-26,47,Bachelor,Divorced,0,55,24,68,38,368,0,12,3,7,2
1002,2012-11-03,61,Bachelor,Divorced,0,92,1,14,0,34,0,5,8,0,0
1003,2013-06-11,64,Bachelor,Married,0,8,0,48,0,546,6,8,9,0,0
1004,2013-04-10,35,Master,Divorced,0,11,6,45,8,158,2,5,2,3,0
1005,2014-02-23,67,HighSchool,Single,0,45,28,39,16,68,30,6,8,0,0
1006,2014-03-18,28,Bachelor,Single,0,94,7,80,20,272,7,3,0,10,1
1007,2013-04-15,60,HighSchool,Married,1,58,73,93,95,172,78,10,10,1,0
1008,2012-09-18,49,Bachelor,Married,0,64,26,25,17,1,23,12,3,7,2
1009,2013-01-08,56,HighSchool,Married,0,48,137,401,104,505,22,0,4,0,0
1010,2013-10-18,52,Master,Divorced,0,51,23,123,10,595,23,10,3,6,1
1011,2013-02-22,48,HighSchool,Divorced,0,97,59,265,115,1004,59,11,3,7,0
1012,2014-04-04,48,Bachelor,Married,0,77,0,12,0,59,0,7,2,5,1
1013,2013-09-12,43,HighSchool,Married,1,92,27,421,13,133,195,6,2,4,1
1014,2014-05-25,63,Bachelor,Single,0,52,15,60,24,143,23,4,7,0,0
1015,2013-09-04,39,Master,Single,0,12,0,5,0,1,3,7,2,4,1
1016,2013-10-16,34,Bachelor,Divorced,0,32,3,12,3,2,5,6,0,16,3
1017,2012-10-18,42,Bachelor,Married,0,3,3,50,4,322,3,11,3,7,1
1018,2013-10-22,60,Bachelor,Married,0,11,0,26,0,416,0,8,9,1,0
1019,2014-05-12,27,HighSchool,Single,0,12,7,24,19,5,14,1,0,5,0
1020,2012-09-14,51,Bachelor,Married,0,35,74,114,169,483,37,11,3,7,1
1021,2012-08-08,35,Bachelor,Single,1,12,50,850,21,667,83,4,2,2,0
1022,2014-06-22,45,Bachelor,Married,1,96,127,687,20,751,15,9,3,6,2
1023,2012-11-20,68,HighSchool,Divorced,0,49,5,3,7,1,4,7,9,0,0
1024,2012-11-09,19,HighSchool,Single,0,24,18,14,15,3,22,5,0,13,6
1025,2014-01-01,51,Bachelor,Married,1,2,0,257,32,522,16,7,2,4,0
1026,2013-01-17,61,Bachelor,Divorced,0,20,189,482,50,344,33,14,13,1,0
1027,2013-12-15,57,Bachelor,Single,0,25,1,16,0,35,1,8,10,1,0
1028,2013-08-20,50,Bachelor,Single,0,55,1,17,0,98,1,5,2,3,0
1029,2012-11-19,58,Bachelor,Divorced,0,4,42,192,49,230,37,6,8,0,0
1030,2013-06-03,40,Master,Married,0,56,63,507,231,215,31,1,1,0,0
1031,2013-02-22,48,Master,Married,1,97,59,265,115,1004,59,2,1,1,0
1032,2012-09-08,39,HighSchool,Married,1,30,27,71,13,229,3,10,3,6,2
1033,2013-08-18,44,Bachelor,Married,0,56,2,40,8,163,11,13,4,9,3
1034,2014-03-20,32,Bachelor,Married,0,15,7,23,0,16,8,2,0,9,3
1035,2013-10-27,30,Bachelor,Married,0,52,3,7,0,3,2,2,0,9,1
1036,2013-08-31,42,HighSchool,Divorced,1,48,2,4,13,2,13,8,3,5,1
1037,2014-03-01,48,Bachelor,Divorced,1,71,2,15,2,13,2,8,3,5,1
1038,2014-03-30,56,Basic,Divorced,2,43,1,6,2,41,0,0,4,0,0
1039,2013-11-03,55,Basic,Married,0,69,10,67,30,206,27,3,6,0,0
1040,2013-06-13,65,Bachelor,Married,0,71,14,68,19,378,14,4,7,0,0
1041,2013-11-07,39,HighSchool,Married,0,52,7,108,20,254,0,8,3,5,0
1042,2013-12-05,33,Bachelor,Married,0,85,51,415,90,1142,69,1,0,6,2
1043,2013-10-12,58,Master,Married,0,96,3,24,4,309,3,7,8,0,0
1044,2012-12-07,52,Master,Married,1,83,0,65,7,509,11,12,4,8,1
1045,2013-11-15,63,Bachelor,Single,0,53,2,53,3,233,5,6,8,0,0
1046,2013-11-02,63,Bachelor,Married,0,29,0,7,3,2,7,9,10,1,0
1047,2012-09-21,55,Master,Married,0,28,17,572,93,1001,125,0,4,0,0
1048,2012-09-04,58,Bachelor,Married,0,58,88,546,172,635,88,2,6,0,0
1049,2013-08-20,56,Bachelor,Divorced,0,94,9,9,2,8,5,6,8,0,0
1050,2013-09-09,37,Bachelor,Married,1,4,8,12,8,30,8,7,2,5,1
1051,2013-03-31,28,Basic,Married,0,84,28,282,184,336,54,1,0,6,1
1052,2014-01-19,43,HighSchool,Divorced,0,57,193,100,46,200,185,4,2,2,0
1053,2013-05-02,38,Bachelor,Married,0,68,7,58,13,72,1,9,3,6,1
1054,2014-01-22,46,HighSchool,Married,1,69,40,425,158,364,60,9,3,5,0
1055,2013-10-22,29,Bachelor,Single,0,38,17,18,6,7,10,4,0,12,2
1056,2013-06-06,41,HighSchool,Divorced,0,19,0,24,3,14,3,13,4,9,2
1057,2013-10-21,22,Basic,Married,1,12,0,452,182,420,64,0,0,0,0
1058,2013-05-05,26,HighSchool,Married,1,5,20,350,29,600,30,6,0,17,4
1059,2014-06-05,33,Bachelor,Single,1,75,2,2,2,2,1,2,0,9,3
1060,2013-08-08,63,Bachelor,Divorced,0,50,4,32,37,99,54,4,7,0,0
1061,2013-02-15,29,Bachelor,Single,0,13,27,697,216,298,24,2,0,9,1
1062,2014-01-18,31,Bachelor,Married,1,18,6,2,3,1,6,6,0,16,3
1063,2013-05-09,47,Bachelor,Married,2,43,0,6,0,26,0,10,3,6,2
1064,2014-02-25,58,Bachelor,Married,0,84,10,19,8,15,17,3,6,0,0
1065,2013-09-30,40,Bachelor,Married,0,47,132,445,250,240,192,5,2,3,0
1066,2013-09-19,40,Doctorate,Divorced,0,12,4,16,3,6,10,3,1,1,0
1067,2012-11-07,40,Bachelor,Divorced,0,88,104,189,197,350,151,11,3,7,2
1068,2013-09-12,37,HighSchool,Single,0,49,1,7,2,8,0,7,2,4,1
1069,2013-04-18,52,HighSchool,Divorced,0,74,3,47,19,30,21,9,3,5,1
1070,2013-08-22,44,Doctorate,Single,0,89,0,15,2,99,1,8,3,5,1
1071,2013-02-22,60,Basic,Married,0,72,20,389,240,983,50,4,7,0,0
1072,2013-12-07,29,Bachelor,Single,1,11,32,38,11,37,3,2,0,8,2
1073,2013-06-04,44,HighSchool,Married,0,37,1,9,2,39,0,9,3,5,1
1074,2013-07-09,53,Doctorate,Divorced,1,8,16,128,0,1462,0,10,3,6,2
1075,2013-08-29,45,Bachelor,Married,0,52,1,6,3,7,1,7,2,4,1
1076,2013-05-13,52,Basic,Divorced,0,50,18,113,47,81,13,14,4,9,3
1077,2013-07-24,43,HighSchool,Single,0,24,16,160,84,284,16,9,3,6,2
1078,2013-10-25,33,HighSchool,Married,0,54,54,348,71,587,54,6,0,16,4
1079,2013-08-25,45,Bachelor,Married,0,73,0,224,119,466,49,6,2,3,0
1080,2012-08-11,43,Bachelor,Single,0,55,12,375,16,799,12,10,3,6,0
1081,2012-08-02,68,HighSchool,Single,0,2,1,2,3,9,2,6,8,0,0
1082,2012-10-29,29,Bachelor,Married,0,5,12,5,3,4,16,5,0,14,4
1083,2014-03-27,55,Master,Single,0,77,3,24,34,3,7,3,6,0,0
1084,2013-04-18,52,Bachelor,Married,0,74,3,47,19,30,21,11,3,7,1
1085,2014-04-18,36,Bachelor,Single,0,10,7,31,15,5,4,8,3,5,1
1086,2014-05-13,67,Bachelor,Divorced,0,57,66,653,17,586,0,2,6,0,0
1087,2013-05-11,57,Bachelor,Single,0,83,28,409,73,860,56,0,5,0,0
1088,2012-09-22,41,Doctorate,Divorced,0,14,35,731,39,777,137,10,3,6,2
1089,2013-11-14,46,Bachelor,Divorced,1,56,10,540,80,377,30,13,4,8,2
1090,2013-09-24,29,Bachelor,Single,0,80,0,4,0,6,0,1,0,7,2
1091,2013-10-14,40,Bachelor,Married,1,84,4,46,0,80,17,7,2,4,0
1092,2013-08-11,41,Basic,Single,0,50,55,134,15,194,0,9,3,6,2
1093,2012-12-30,26,Bachelor,Single,0,13,4,14,4,10,4,7,0,18,6
1094,2013-03-05,44,Bachelor,Married,1,4,0,100,19,604,0,7,2,5,1
1095,2013-11-05,70,HighSchool,Married,0,84,124,249,50,508,38,5,7,0,0
1096,2013-10-09,43,Bachelor,Married,0,92,14,74,13,76,5,5,2,3,0
1097,2013-06-24,49,Bachelor,Married,1,49,7,114,37,545,21,8,3,5,2
1098,2013-11-18,62,Bachelor,Married,0,27,16,98,134,125,21,2,6,0,0
1099,2014-03-31,52,HighSchool,Divorced,2,87,4,10,3,15,4,14,4,9,4
1100,2013-06-16,35,Bachelor,Married,1,75,153,940,58,249,134,11,3,7,2
1101,2013-03-19,50,Master,Married,0,51,6,27,12,28,17,9,3,6,1
1102,2013-09-18,46,Bachelor,Single,0,65,54,260,127,619,54,13,4,8,1
1103,2013-10-24,44,Bachelor,Married,1,77,1,24,2,9,1,5,2,3,1
1104,2013-04-01,45,Bachelor,Single,0,39,5,65,26,187,20,9,3,5,2
1105,2014-01-23,44,HighSchool,Married,0,34,2,11,3,23,1,8,3,5,1
1106,2013-12-19,30,HighSchool,Married,1,84,21,118,110,693,147,6,0,16,3
1107,2013-10-16,67,HighSchool,Married,0,74,2,99,7,144,2,2,6,0,0
1108,2013-02-16,46,Bachelor,Divorced,0,24,38,161,62,656,47,11,3,7,2
1109,2013-01-29,28,Bachelor,Single,0,93,8,11,19,4,12,3,0,10,1
1110,2013-05-08,33,Master,Divorced,1,29,108,413,141,358,97,7,0,19,6
1111,2013-01-23,53,Basic,Married,3,83,34,309,0,583,22,5,2,3,0
1112,2013-06-17,50,Doctorate,Single,0,29,6,157,25,379,91,6,2,3,1
1113,2013-02-27,66,Bachelor,Married,1,60,80,553,123,526,94,1,5,0,0
1114,2014-05-22,32,Bachelor,Married,0,30,3,11,12,5,5,6,0,16,1
1115,2012-08-18,40,HighSchool,Divorced,0,86,0,27,0,57,0,13,4,9,1
1116,2013-12-09,36,Bachelor,Married,1,0,4,61,0,140,13,7,2,4,1
1117,2013-05-22,32,Basic,Married,0,98,17,672,23,982,34,3,0,10,4
1118,2014-01-21,59,Doctorate,Married,0,53,27,68,52,106,7,3,6,0,0
1119,2013-07-05,58,HighSchool,Married,0,49,0,275,45,792,45,3,6,0,0
1120,2013-09-10,51,HighSchool,Married,0,68,75,96,119,166,107,6,2,4,0
1121,2012-09-21,37,Bachelor,Married,1,95,21,106,55,737,63,13,4,8,2
1122,2012-12-28,56,HighSchool,Married,0,77,1,7,23,6,4,5,7,0,0
1123,2012-12-19,38,Bachelor,Divorced,2,68,1,6,2,2,1,10,3,6,2
1124,2013-12-27,68,Bachelor,Divorced,1,0,26,535,73,450,98,7,8,0,0
1125,2013-12-13,45,HighSchool,Single,0,9,6,73,8,125,4,5,2,3,0
1126,2014-05-28,70,Basic,Married,0,9,19,29,2,56,14,3,6,0,0
1127,2014-02-06,43,Bachelor,Married,1,21,50,167,130,519,0,11,3,7,1
1128,2012-09-12,41,Bachelor,Divorced,1,26,0,106,49,98,10,10,3,6,1
1129,2014-03-23,46,Bachelor,Divorced,0,56,0,14,2,8,3,9,3,6,1
1130,2013-01-27,34,HighSchool,Married,1,92,122,122,208,228,129,3,0,11,4
1131,2013-05-11,61,HighSchool,Married,0,51,61,265,138,398,61,0,5,0,0
1132,2014-01-26,46,Master,Married,0,24,0,5,2,11,1,7,2,4,1
1133,2013-12-27,46,Bachelor,Married,0,74,0,56,20,39,8,5,2,3,0
1134,2013-08-16,45,Bachelor,Married,0,46,0,11,0,171,1,5,2,3,1
1135,2013-10-30,48,HighSchool,Divorced,1,16,26,67,3,129,67,8,3,5,1
1136,2013-01-19,63,Bachelor,Single,0,8,11,88,15,268,3,10,11,1,0
1137,2013-09-19,61,Basic,Married,1,82,17,813,27,519,173,4,7,0,0
1138,2012-10-15,61,Bachelor,Single,0,40,3,61,2,84,1,2,6,0,0
1139,2013-02-16,46,Bachelor,Married,1,24,38,161,62,656,47,7,2,4,0
1140,2012-09-22,57,Master,Married,0,92,47,52,21,45,20,1,5,0,0
1141,2013-10-11,50,Bachelor,Married,0,60,3,77,10,292,3,10,3,6,2
1142,2013-02-06,57,Bachelor,Married,1,61,33,493,59,183,103,9,10,1,0
1143,2013-11-19,45,Bachelor,Married,0,43,107,199,39,1181,30,8,3,5,0
1144,2013-12-12,41,Bachelor,Married,0,56,7,68,4,298,0,8,3,5,1
1145,2014-04-19,63,Master,Married,1,71,10,3,3,18,5,5,8,0,0
1146,2013-05-04,30,HighSchool,Married,2,66,10,554,254,239,87,6,0,16,2
1147,2014-04-05,67,Bachelor,Married,0,54,194,377,149,332,125,2,5,0,0
1148,2013-07-14,43,HighSchool,Married,1,11,3,67,8,63,9,8,3,5,1
1149,2013-06-03,66,Bachelor,Single,0,63,73,614,133,570,102,0,3,0,0
1150,2014-03-10,53,HighSchool,Married,0,3,0,1,0,14,0,13,4,8,1
1151,2013-02-13,50,Basic,Married,0,79,166,597,172,597,166,9,3,5,2
1152,2013-09-28,32,HighSchool,Married,0,27,0,396,23,1308,0,2,0,8,3
1153,2012-11-10,31,HighSchool,Married,0,5,4,1,7,6,2,3,0,10,2
1154,2013-08-05,66,Bachelor,Divorced,0,63,4,94,12,376,9,4,7,0,0
1155,2012-12-11,40,Bachelor,Single,0,33,43,219,19,1171,14,11,3,7,1
1156,2013-05-24,47,HighSchool,Married,0,92,6,15,3,13,5,11,3,7,3
1157,2013-03-07,43,Bachelor,Married,1,69,0,21,0,516,0,11,3,7,3
1158,2012-09-21,42,Bachelor,Married,0,6,0,38,11,376,8,10,3,7,2
1159,2013-10-06,24,HighSchool,Single,0,56,0,505,99,919,30,2,0,9,1
1160,2013-01-12,53,Bachelor,Married,1,75,1,8,2,22,1,10,3,6,1
1161,2013-08-20,30,Bachelor,Married,0,5,13,14,0,5,5,3,0,11,4
1162,2012-11-19,60,HighSchool,Married,0,55,51,432,180,984,120,7,9,0,0
1163,2013-10-04,57,HighSchool,Married,0,32,5,124,15,415,35,13,12,1,0
1164,2013-12-05,65,Basic,Married,0,27,17,76,36,208,17,4,7,0,0
1165,2013-04-21,44,HighSchool,Married,0,83,0,322,46,1396,35,10,3,6,2
1166,2013-07-03,42,Basic,Married,0,87,5,19,7,25,0,12,3,8,2
1167,2013-09-27,57,Bachelor,Married,1,4,49,159,7,247,82,0,3,0,0
1168,2013-05-16,41,Bachelor,Married,0,25,0,3,0,14,0,8,3,5,2
1169,2014-01-24,59,Bachelor,Married,1,8,30,214,80,428,30,8,9,1,0
1170,2013-08-07,36,Doctorate,Single,0,56,50,100,55,162,30,8,3,5,0
1171,2012-10-06,42,Bachelor,Married,0,80,159,447,20,958,0,12,4,8,3
1172,2014-06-05,49,Bachelor,Married,0,16,0,3,0,8,0,10,3,6,0
1173,2014-05-29,37,Basic,Single,0,22,9,125,25,327,4,8,3,5,0
1174,2014-02-02,45,Bachelor,Single,0,28,0,22,2,25,3,10,3,6,2
1175,2013-03-30,59,Doctorate,Married,0,91,73,573,0,794,29,6,8,0,0
1176,2014-05-01,65,HighSchool,Divorced,1,24,2,17,2,23,1,0,2,0,0
1177,2014-03-11,35,Bachelor,Single,0,74,51,87,6,60,20,10,3,7,3
1178,2012-10-24,67,Doctorate,Married,0,36,19,595,180,972,26,5,8,0,0
1179,2013-07-17,50,HighSchool,Married,1,72,0,13,0,22,0,6,2,4,1
1180,2013-06-28,40,Bachelor,Single,0,26,9,45,3,48,15,4,2,2,0
1181,2012-12-04,29,HighSchool,Married,1,76,4,15,7,8,6,2,0,9,4
1182,2013-12-16,52,Bachelor,Divorced,0,8,37,592,145,1092,37,9,3,6,0
1183,2013-07-07,32,Bachelor,Married,0,95,120,414,121,627,80,0,0,1,0
1184,2013-09-14,54,HighSchool,Divorced,3,74,47,188,54,264,47,4,2,2,0
1185,2013-07-28,50,HighSchool,Married,0,74,1,12,3,17,1,10,3,6,2
1186,2013-02-16,50,Bachelor,Single,0,57,43,226,69,753,10,7,2,4,1
1187,2014-06-05,51,Bachelor,Divorced,0,31,0,5,0,11,0,8,3,5,0
1188,2012-11-13,44,Basic,Single,0,34,65,164,50,235,49,6,2,3,1
1189,2012-08-20,54,HighSchool,Married,0,48,37,265,35,980,163,9,3,5,1
1190,2014-05-18,43,Bachelor,Divorced,1,9,2,8,20,3,0,11,3,7,1
1191,2013-10-16,47,Bachelor,Married,2,11,11,53,4,314,3,10,3,6,2
1192,2013-11-25,51,Bachelor,Married,0,27,66,400,12,438,38,6,2,4,0
1193,2013-10-06,37,Bachelor,Single,0,34,58,168,43,562,16,7,2,4,0
1194,2013-04-18,69,Bachelor,Married,0,86,9,63,2,102,9,9,10,1,0
1195,2013-05-03,53,Basic,Divorced,2,88,76,395,116,714,0,6,2,3,0
1196,2013-07-29,64,Doctorate,Single,0,21,19,286,50,572,38,0,4,0,0
1197,2013-12-08,27,HighSchool,Single,0,88,6,13,7,7,6,4,0,11,3
1198,2013-01-12,44,HighSchool,Married,1,14,16,20,0,4,17,10,3,7,3
1199,2012-11-05,41,Bachelor,Single,0,74,34,586,89,965,86,6,2,3,0
1200,2012-11-03,37,Bachelor,Married,2,79,9,16,17,4,0,8,3,5,2
1201,2013-05-17,70,Master,Married,0,68,81,276,80,562,40,3,6,0,0
1202,2014-05-11,59,Bachelor,Divorced,0,60,76,749,59,611,45,8,9,1,0
1203,2013-06-22,24,HighSchool,Married,0,37,2,101,64,83,26,0,0,2,0
1204,2013-07-21,64,Bachelor,Divorced,0,18,61,204,34,113,26,8,9,1,0
1205,2012-12-12,61,HighSchool,Married,1,14,12,96,78,43,40,5,7,0,0
1206,2013-02-12,40,HighSchool,Married,0,49,7,81,20,280,0,6,2,4,0
1207,2012-11-17,46,Bachelor,Married,1,81,0,70,37,1298,14,11,3,7,3
1208,2013-10-24,44,Bachelor,Single,0,54,21,311,167,354,75,7,2,4,0
1209,2012-08-04,33,HighSchool,Single,0,21,16,1622,17,55,3,5,0,14,3
1210,2013-04-01,36,Doctorate,Married,1,25,199,303,234,265,9,7,2,4,1
1211,2014-02-26,33,Bachelor,Single,1,86,1,8,23,3,2,5,0,13,5
1212,2014-02-28,52,Bachelor,Married,0,29,43,239,128,631,76,12,4,8,2
1213,2013-11-12,39,Doctorate,Single,0,70,1,23,0,15,5,12,4,8,3
1214,2013-06-03,39,HighSchool,Divorced,1,31,1,16,2,85,1,7,2,4,0
1215,2014-01-11,61,HighSchool,Single,0,0,0,102,21,384,32,6,8,0,0
1216,2014-04-11,43,HighSchool,Single,0,1,0,1,0,7,0,5,2,3,0
1217,2014-05-22,41,Bachelor,Married,0,85,0,3,0,11,0,6,2,4,1
1218,2013-01-20,39,Bachelor,Single,0,93,2,15,2,10,1,8,2,5,1
1219,2013-02-06,64,HighSchool,Married,0,82,45,654,104,344,11,3,6,0,0
1220,2012-09-15,49,Basic,Married,1,44,24,974,197,606,194,2,1,1,0
1221,2013-08-23,56,HighSchool,Single,1,24,23,389,42,227,21,6,8,0,0
1222,2013-08-02,49,Bachelor,Married,2,34,0,107,19,356,9,7,2,4,1
1223,2014-01-17,40,HighSchool,Married,0,41,155,155,192,224,93,6,2,4,0
1224,2014-03-30,60,Basic,Married,0,62,0,14,0,56,0,0,2,0,0
1225,2013-05-02,57,HighSchool,Married,1,62,13,143,45,239,4,7,9,0,0
1226,2014-04-01,38,Bachelor,Married,1,79,7,171,25,171,19,14,4,9,2
1227,2013-06-03,60,Bachelor,Married,0,54,22,323,104,390,35,2,6,0,0
1228,2013-11-28,25,Bachelor,Single,0,8,153,503,218,559,13,5,0,15,5
1229,2013-04-29,38,Bachelor,Married,0,13,0,1725,2,1,1,11,3,7,3
1230,2013-09-05,38,HighSchool,Single,0,2,4,9,0,2,4,3,1,1,0
1231,2014-01-19,58,Bachelor,Single,0,24,1,9,0,22,0,0,5,0,0
1232,2014-02-26,57,Bachelor,Married,0,44,1,16,2,26,2,6,8,0,0
1233,2013-12-25,55,Bachelor,Married,0,89,4,24,4,51,7,4,7,0,0
1234,2014-06-15,54,HighSchool,Single,0,80,9,7,2,1,14,15,4,9,4
1235,2013-12-31,43,HighSchool,Married,1,89,42,742,55,518,56,7,2,4,1
1236,2014-05-03,32,Bachelor,Single,0,77,0,9,2,8,1,3,0,11,5
1237,2014-02-02,27,Bachelor,Single,1,72,8,8,6,2,1,3,0,11,3
1238,2012-08-31,34,HighSchool,Married,0,34,5,136,7,393,5,3,0,11,3
1239,2013-08-26,50,Bachelor,Married,1,74,5,74,11,202,5,5,2,3,1
1240,2014-03-25,44,Bachelor,Single,0,23,0,8,0,25,1,11,3,7,0
1241,2014-02-11,42,Master,Married,2,99,0,6,2,55,0,12,3,8,2
1242,2013-12-12,64,Master,Married,0,57,115,243,150,794,0,14,13,1,0
1243,2013-09-17,62,HighSchool,Divorced,0,95,22,500,210,769,143,2,6,0,0
1244,2014-02-15,48,Bachelor,Married,1,19,151,292,65,464,60,6,2,4,1
1245,2013-08-06,42,Bachelor,Single,0,16,0,18,0,71,0,11,3,7,1
1246,2014-05-17,60,Bachelor,Single,0,4,4,30,6,399,4,0,4,0,0
1247,2013-02-12,61,HighSchool,Married,0,20,8,26,12,69,7,0,3,0,0
1248,2012-08-07,62,Bachelor,Married,0,60,4,78,6,349,0,6,8,0,0
1249,2013-04-23,33,Bachelor,Married,1,38,0,5,0,6,0,2,0,8,3
1250,2012-08-27,30,Bachelor,Married,0,38,0,17,6,16,3,2,0,9,3
1251,2012-08-26,25,Bachelor,Married,1,3,83,547,86,863,99,7,0,19,5
1252,2012-10-01,40,HighSchool,Single,0,31,28,142,49,711,18,9,3,6,1
1253,2014-06-17,29,Bachelor,Single,0,31,61,835,80,1060,20,5,0,15,1
1254,2012-08-14,35,Bachelor,Single,0,69,3,2,20,1,30,12,4,8,1
1255,2014-03-23,56,Bachelor,Married,0,25,2,4,0,8,0,1,5,0,0
1256,2014-03-10,38,Basic,Married,0,30,142,754,159,938,81,14,4,9,1
1257,2013-05-18,61,Basic,Married,0,73,64,464,146,960,0,6,8,0,0
1258,2013-02-25,32,Master,Married,1,36,47,655,145,671,111,1,0,7,0
1259,2013-04-16,56,Bachelor,Married,0,51,122,476,39,752,153,2,6,0,0
1260,2013-05-11,60,HighSchool,Married,1,61,0,11,0,78,0,3,6,0,0
1261,2012-11-17,53,Bachelor,Married,2,27,33,549,151,833,133,13,4,8,0
1262,2013-04-20,43,HighSchool,Married,0,1,2,17,6,12,1,4,2,2,0
1263,2014-01-29,61,Master,Married,0,0,80,252,15,769,34,3,6,0,0
1264,2014-01-13,45,Bachelor,Married,2,43,74,929,97,724,55,6,2,4,1
1265,2012-11-09,40,Bachelor,Married,2,30,4,12,15,8,4,7,2,4,1
1266,2012-10-30,52,Bachelor,Single,0,17,12,145,32,1004,12,8,3,5,0
1267,2013-10-18,60,Bachelor,Divorced,0,95,0,21,12,264,6,2,6,0,0
1268,2013-08-10,39,Bachelor,Married,0,79,0,4,0,4,0,7,2,4,0
1269,2014-02-22,33,Bachelor,Married,2,8,0,23,3,16,2,0,0,2,0
1270,2014-01-10,64,Bachelor,Married,0,82,0,5,0,18,0,9,10,1,0
1271,2013-01-23,39,HighSchool,Divorced,0,81,43,134,37,255,14,8,3,5,1
1272,2014-01-01,65,Basic,Married,1,79,1,21,3,28,0,1,5,0,0
1273,2013-04-27,60,Doctorate,Single,0,90,2,10,0,18,0,7,8,0,0
1274,2014-05-16,26,HighSchool,Single,0,40,40,480,0,760,40,3,0,11,2
1275,2012-12-20,61,HighSchool,Married,0,88,2,5,0,4,0,8,9,0,0
1276,2012-10-10,36,HighSchool,Married,0,60,2,8,4,1,3,7,2,4,0
1277,2013-05-06,50,HighSchool,Married,0,94,0,5,0,27,0,8,3,5,1
1278,2013-12-29,38,HighSchool,Single,0,24,0,10,3,10,1,9,3,6,2
1279,2014-03-12,49,Basic,Married,0,35,147,509,104,482,107,7,2,4,1
1280,2013-01-25,52,Doctorate,Married,2,24,0,71,0,953,0,7,2,4,1
1281,2013-12-23,42,Bachelor,Married,0,75,3,15,2,9,3,7,2,4,0
1282,2013-11-13,49,Bachelor,Single,0,83,1,32,6,18,3,10,3,6,2
1283,2013-02-25,45,Master,Divorced,2,48,5,65,3,183,5,4,2,2,0
1284,2013-05-26,59,Bachelor,Married,0,52,7,74,10,301,0,0,2,0,0
1285,2013-07-15,52,Bachelor,Single,1,28,0,5,0,33,0,7,2,4,0
1286,2013-09-17,42,Basic,Married,2,99,11,309,33,321,26,8,3,5,0
1287,2013-02-19,37,Bachelor,Single,0,74,90,94,123,47,103,5,2,3,0
1288,2013-10-08,37,Doctorate,Married,2,49,117,499,76,690,102,11,3,7,3
1289,2014-02-12,37,HighSchool,Married,3,42,4,17,12,22,10,8,3,5,1
1290,2014-06-03,47,Bachelor,Married,1,23,7,56,0,641,0,10,3,6,2
1291,2013-06-27,39,Bachelor,Married,0,6,1,5,4,9,5,4,2,2,0
1292,2013-02-10,43,Bachelor,Single,0,80,147,842,137,968,42,7,2,5,0
1293,2014-01-15,67,HighSchool,Divorced,0,9,24,694,51,992,19,3,6,0,0
1294,2013-01-02,67,HighSchool,Divorced,0,3,19,132,0,502,6,1,5,0,0
1295,2013-05-20,43,HighSchool,Married,2,40,16,272,104,1218,0,6,2,4,1
1296,2012-11-24,69,Master,Single,0,23,22,115,59,1006,68,2,5,0,0
1297,2013-02-17,53,Bachelor,Divorced,1,72,17,142,23,686,26,8,3,5,1
1298,2014-04-29,51,HighSchool,Married,0,57,8,44,10,77,10,7,2,4,1
1299,2014-06-08,49,Master,Married,1,99,0,7,0,54,0,11,3,7,2
1300,2013-12-20,26,HighSchool,Single,0,91,0,7,2,9,0,5,0,15,2
1301,2014-02-17,55,HighSchool,Married,0,23,19,711,125,1000,115,4,7,0,0
1302,2012-12-05,41,HighSchool,Married,0,52,105,239,237,258,172,11,3,7,3
1303,2014-06-02,57,Doctorate,Married,0,54,8,216,21,574,16,9,10,1,0
1304,2014-06-19,42,HighSchool,Married,2,77,2,26,4,45,1,7,2,4,0
1305,2014-03-24,56,Master,Divorced,1,43,0,10,0,105,1,2,6,0,0
1306,2014-03-24,55,Bachelor,Divorced,0,33,4,22,0,24,2,8,9,1,0
1307,2014-03-07,36,HighSchool,Married,2,84,5,17,3,6,24,12,4,8,1
1308,2013-08-07,33,HighSchool,Single,0,9,19,403,0,1478,19,1,0,7,1
1309,2012-11-24,61,Bachelor,Married,0,67,0,226,51,68,157,0,3,0,0
1310,2012-11-13,56,Bachelor,Divorced,0,16,56,253,91,931,98,1,5,0,0
1311,2013-12-30,33,HighSchool,Single,0,53,111,704,145,871,55,1,0,6,1
1312,2014-06-07,65,Bachelor,Married,0,48,2,29,3,189,2,3,6,0,0
